114,0
113,1
112,2
111,3
110,4
109,5
108,6
107,7
106,8
105,9
106,10
105,11
105,12
104,13
104,14
105,15
104,16
105,17
104,18
103,19
102,20
101,21
100,22
99,23
98,24
97,25
96,26
95,27
94,28
93,29
93,30
92,31
91,32
90,33
89,34
90,35
89,36
88,37
87,38
86,39
85,40
84,41
85,42
86,43
87,44
86,45
87,46
88,47
87,48
88,49
89,50
90,51
91,52
90,53
89,54
89,55
90,56
90,57
90,58
90,59
90,60
91,61
92,62
93,63
93,64
93,65
94,66
94,67
94,68
93,69
92,70
91,71
91,72
91,73
91,74
91,75
91,76
92,77
91,78
90,79
91,80
91,81
90,82
89,83
88,84
88,85
88,86
88,87
89,88
90,89
89,90
89,91
90,92
90,93
89,94
89,95
89,96
90,97
90,98
89,99
88,100
87,101
86,102
85,103
84,104
83,105
82,106
81,107
82,108
81,109
81,110
81,111
81,112
80,113
79,114
78,115
77,116
76,117
76,118
76,119
75,120
75,121
75,122
74,123
73,124
72,125
71,126
70,127
69,128
68,129
67,130
66,131
65,132
64,133
63,134
62,135
61,136
60,137
59,138
58,139
57,140
56,141
55,142
54,143
53,144
52,145
51,146
51,147
52,148
53,149
53,150
53,151
54,152
54,153
53,154
53,155
52,156
51,157
50,158
49,159
48,160
47,161
46,162
45,163
44,164
43,165
42,166
41,167
42,168
41,169
40,170
41,171
42,172
42,173
41,174
42,175
43,176
43,177
42,178
43,179
44,180
44,181
45,182
46,183
47,184
48,185
49,186
50,187
49,188
48,189
48,190
47,191
48,192
49,193
50,194
50,195
51,196
52,197
53,198
54,199
55,200
55,201
55,202
56,203
56,204
57,205
57,206
57,207
58,208
57,209
57,210
58,211
57,212
58,213
59,214
60,215
61,216
61,217
62,218
61,219
61,220
62,221
63,222
64,223
65,224
64,225
65,226
66,227
67,228
68,229
69,230
70,231
69,232
70,233
71,234
72,235
73,236
74,237
75,238
76,239
75,240
74,241
73,242
72,243
71,244
70,245
71,246
72,247
71,248
72,249
71,250
72,251
72,252
73,253
74,254
75,255
76,256
77,257
78,258
79,259
78,260
79,261
78,262
79,263
80,264
81,265
82,266
81,267
82,268
83,269
84,270
85,271
86,272
85,273
86,274
86,275
87,276
88,277
89,278
90,279
89,280
89,281
90,282
91,283
92,284
93,285
92,286
91,287
92,288
93,289
94,290
95,291
94,292
94,293
95,294
94,295
93,296
92,297
93,298
94,299
95,300
96,301
97,302
98,303
97,304
98,305
98,306
97,307
98,308
98,309
97,310
97,311
98,312
98,313
99,314
100,315
101,316
102,317
101,318
100,319
99,320
99,321
98,322
98,323
98,324
97,325
98,326
99,327
100,328
99,329
99,330
98,331
98,332
98,333
97,334
96,335
95,336
94,337
93,338
92,339
91,340
90,341
89,342
88,343
87,344
86,345
85,346
85,347
84,348
83,349
83,350
84,351
83,352
84,353
85,354
85,355
84,356
85,357
86,358
87,359
86,360
87,361
88,362
87,363
88,364
89,365
90,366
91,367
92,368
93,369
93,370
94,371
93,372
94,373
95,374
96,375
96,376
97,377
98,378
99,379
100,380
101,381
102,382
103,383
104,384
105,385
106,386
107,387
108,388
109,389
110,390
111,391
112,392
113,393
114,394
115,395
116,396
117,397
118,398
117,399
117,400
116,401
117,402
118,403
117,404
118,405
119,406
120,407
119,408
120,409
121,410
122,411
122,412
123,413
124,414
125,415
126,416
127,417
